Fecha,BrilloSolar,Precipitacion,temperaturaMedia,temperaturaMinima,temperaturaMaxima,AmplitudTermica
2008-12-09,,0,18.7,15,22.4,7.4
2008-12-10,,0,19,15,23,8
2008-12-11,,60,18,15.2,20.8,5.6
2008-12-12,,41.7,17.6,14.8,20.4,5.6
2008-12-13,,9.2,17.5,15,20,5
2008-12-14,,1.8,17,14,20,6
2008-12-15,,21.4,18.8,15.2,22.4,7.2
2008-12-16,,0,17.6,15.4,19.8,4.4
2008-12-17,,19,18.1,14.2,22,7.8
2008-12-18,,1.5,18.1,14.8,21.4,6.6
2008-12-19,,1.5,18.2,15,21.4,6.4
2008-12-20,,9.6,17.6,15,20.2,5.2
2008-12-21,,5.5,18,15,21,6
2008-12-22,,34,17.6,15.2,20,4.8
2008-12-23,,2.6,18.05,15,21.1,6.1
2008-12-24,,9.2,18.2,14.2,22.2,8
2008-12-25,,28.5,17.5,14,21,7
2008-12-26,,12.3,16.2,15.6,16.8,1.2
2008-12-27,,1.8,18.25,15.2,21.3,6.1
2008-12-28,,13.8,18.2,15.3,21.1,5.8
2008-12-29,,25.3,18.2,16,20.4,4.4
2008-12-30,,0,17.4,15.4,19.4,4
2008-12-31,,0,18.1,15.2,21,5.8
2009-01-01,,0,18.25,15.1,21.4,6.3
2009-01-02,,15.4,19.6,16.1,23.1,7
2009-01-03,,0,19.5,16,23,7
2009-01-04,,9.7,19.35,15.4,23.3,7.9
2009-01-05,,34.9,17.7,15,20.4,5.4
2009-01-06,,16,18.6,16.1,21.1,5
2009-01-07,,1.7,17.7,16,19.4,3.4
2009-01-08,,2.5,19.75,16.1,23.4,7.3
2009-01-09,,0.8,18.8,14.2,23.4,9.2
2009-01-10,,1.5,17.8,15.2,20.4,5.2
2009-01-11,,11.5,18.5,16,21,5
2009-01-12,,0,17.15,15.1,19.2,4.1
2009-01-13,,0,17.7,15.2,20.2,5
2009-01-14,,2,18.25,15.1,21.4,6.3
2009-01-15,,12.6,18.5,14.4,22.6,8.2
2009-01-16,,52.2,17.6,15.2,20,4.8
2009-01-17,,7.2,17.1,15,19.2,4.2
2009-01-18,,1.5,16.9,14.2,19.6,5.4
2009-01-19,,0.5,18,16,20,4
2009-01-20,,2,16.5,14.4,18.6,4.2
2009-01-21,,9.4,17.7,13.4,22,8.6
2009-01-22,,34.2,18,15.6,20.4,4.8
2009-01-23,,24.2,18,15.8,20.2,4.4
2009-01-24,,20,17.9,14.8,21,6.2
2009-01-25,,1,18,15,21,6
2009-01-26,,23.5,18.6,15.2,22,6.8
2009-01-27,,0,19.1,14,24.2,10.2
2009-01-28,,3.3,18.9,14.6,23.2,8.6
2009-01-29,,0,17.1,14.2,20,5.8
2009-01-30,,0,18.2,15.2,21.2,6
2009-01-31,,4,17.5,15,20,5
2009-02-01,,6,17.5,15,20,5
2009-02-02,,0,18.5,15,22,7
2009-02-03,,1.7,19,16,22,6
2009-02-04,,0,17.75,14.3,21.2,6.9
2009-02-05,,1,18.1,13.8,22.4,8.6
2009-02-06,,3.4,18.2,14.4,22,7.6
2009-02-07,,0.5,17.4,13.8,21,7.2
2009-02-08,,0,18.1,16,20.2,4.2
2009-02-09,,9,18.6,14.2,23,8.8
2009-02-10,,0,19.2,14.4,24,9.6
2009-02-11,,7,18.7,16.2,21.2,5
2009-02-12,,0,18.3,16.4,20.2,3.8
2009-02-13,,35.5,18.1,15,21.2,6.2
2009-02-14,,14.5,17.3,14.6,20,5.4
2009-02-15,,15,17.1,14.2,20,5.8
2009-02-16,,6,16.5,15,18,3
2009-02-17,,2.7,17.6,14,21.2,7.2
2009-02-18,,5,18.2,15,21.4,6.4
2009-02-19,,2.4,17.25,14.4,20.1,5.7
2009-02-20,,1,18.1,15.2,21,5.8
2009-02-21,,1.2,18.2,15,21.4,6.4
2009-02-22,,8.5,17.65,14.1,21.2,7.1
2009-02-23,,22,18.5,14,23,9
2009-02-24,,11.2,17.3,13.4,21.2,7.8
2009-02-25,,1.6,17.8,14.2,21.4,7.2
2009-02-26,,5.5,17.6,15,20.2,5.2
2009-02-27,,1.5,19,15,23,8
2009-02-28,,0,18.1,14.8,21.4,6.6
2009-03-01,,7.2,17.6,16.2,19,2.8
2009-03-02,,0,17.4,14.4,20.4,6
2009-03-03,,0.6,17.5,16,19,3
2009-03-04,,4.2,17.6,14.8,20.4,5.6
2009-03-05,,1.5,20,16,24,8
2009-03-06,,3.5,19.8,16.2,23.4,7.2
2009-03-07,,0,18.5,16,21,5
2009-03-08,,1.5,18.3,15,21.6,6.6
2009-03-09,,1,19.5,15,24,9
2009-03-10,,0,19.1,14,24.2,10.2
2009-03-11,,11,19.7,15.4,24,8.6
2009-03-12,,63,19.2,15.4,23,7.6
2009-03-13,,7.4,17.2,15,19.4,4.4
2009-03-14,,0,18.6,15,22.2,7.2
2009-03-15,,0,17.6,14,21.2,7.2
2009-03-16,,25.2,19,14.2,23.8,9.6
2009-03-17,,6.4,16.9,15,18.8,3.8
2009-03-18,,5.5,17.9,15.4,20.4,5
2009-03-19,,3,18.1,16,20.2,4.2
2009-03-20,,13,17.6,15,20.2,5.2
2009-03-21,,18.1,18.3,15.4,21.2,5.8
2009-03-22,,10.7,17.6,15.2,20,4.8
2009-03-23,,1,17.5,15.8,19.2,3.4
2009-03-24,,2.7,17.6,14,21.2,7.2
2009-03-25,,3.5,17.9,15.4,20.4,5
2009-03-26,,4.6,17.6,15,20.2,5.2
2009-03-27,,26.1,19.5,15.6,23.4,7.8
2009-03-28,,26.4,18.7,14.8,22.6,7.8
2009-03-29,,6,17.2,14.4,20,5.6
2009-03-30,,36.6,17.5,13.8,21.2,7.4
2009-03-31,,7,17,14.8,19.2,4.4
2009-04-01,,6.5,17.2,14.2,20.2,6
2009-04-02,,27,17.4,13.4,21.4,8
2009-04-03,,11,18.2,14,22.4,8.4
2009-04-04,,0,17.7,14.8,20.6,5.8
2009-04-05,,0,19.4,14.4,24.4,10
2009-04-06,,12.2,18.9,14,23.8,9.8
2009-04-07,,14.8,17.6,14.2,21,6.8
2009-04-08,,11,17.3,15.2,19.4,4.2
2009-04-09,,0.5,18.3,14.6,22,7.4
2009-04-10,,31.5,17.9,16,19.8,3.8
2009-04-11,,21.5,17.3,15.4,19.2,3.8
2009-04-12,,0,17.6,15.2,20,4.8
2009-04-13,,39,17.8,14.4,21.2,6.8
2009-04-14,,16.2,18.5,15,22,7
2009-04-15,,3,18.6,15.2,22,6.8
2009-04-16,,0,20.4,14.8,26,11.2
2009-04-17,,27.2,17.3,14.4,20.2,5.8
2009-04-18,,0,17.7,15,20.4,5.4
2009-04-19,,0,19.6,15.2,24,8.8
2009-04-20,,0,20.1,15.2,25,9.8
2009-04-21,,0,20.5,16.4,24.6,8.2
2009-04-22,,0,19.6,14.8,24.4,9.6
2009-04-23,,4.5,19.4,15,23.8,8.8
2009-04-24,,0,18.8,15,22.6,7.6
2009-04-25,,29,20.1,16,24.2,8.2
2009-04-26,,0,19.35,16.4,22.3,5.9
2009-04-27,,0,19.4,16,22.8,6.8
2009-04-28,,5,18.7,16,21.4,5.4
2009-04-29,,15.5,17.45,14.8,20.1,5.3
2009-04-30,,0,17.2,14.4,20,5.6
2009-05-01,,4.5,18.5,15,22,7
2009-05-02,,4.8,18.2,15.4,21,5.6
2009-05-03,,41,17.6,15,20.2,5.2
2009-05-04,,1.2,17.3,14.2,20.4,6.2
2009-05-05,,78,17,13.8,20.2,6.4
2009-05-06,,0,18.5,14.6,22.4,7.8
2009-05-07,,17.8,17.5,14.8,20.2,5.4
2009-05-08,,6,19,16,22,6
2009-05-09,,0,20,14.6,25.4,10.8
2009-05-10,,0,18.4,16.4,20.4,4
2009-05-11,,1.5,18.6,16,21.2,5.2
2009-05-12,,7,18.7,15,22.4,7.4
2009-05-13,,0,18.8,16.4,21.2,4.8
2009-05-14,,0,18.2,14,22.4,8.4
2009-05-15,,1.2,19.9,14.4,25.4,11
2009-05-16,,4.7,19,14.6,23.4,8.8
2009-05-17,,3,19.3,14.4,24.2,9.8
2009-05-18,,0,19.7,16,23.4,7.4
2009-05-19,,0,18,15,21,6
2009-05-20,,0,20.1,16,24.2,8.2
2009-05-21,,1,20.2,15,25.4,10.4
2009-05-22,,0,19.1,14.8,23.4,8.6
2009-05-23,,0,19.6,15,24.2,9.2
2009-05-24,,11,20,16,24,8
2009-05-25,,0,18.5,15,22,7
2009-05-26,,0,19.1,14,24.2,10.2
2009-05-27,,0,20,15,25,10
2009-05-28,,0.1,18.8,15.2,22.4,7.2
2009-05-29,,0.1,20.2,16.2,24.2,8
2009-05-30,,0.1,19.1,15,23.2,8.2
2009-05-31,,6,18.9,15.4,22.4,7
2009-06-01,,0,20.2,15,25.4,10.4
2009-06-02,,0,21.5,15,28,13
2009-06-03,,0,20.4,15.2,25.6,10.4
2009-06-04,,2,20.3,16,24.6,8.6
2009-06-05,,0,18.1,15,21.2,6.2
2009-06-06,,0,20.1,16,24.2,8.2
2009-06-07,,0,19.9,17,22.8,5.8
2009-06-08,,0,19.5,15,24,9
2009-06-09,,1,20.1,16,24.2,8.2
2009-06-10,,6,19.5,16.6,22.4,5.8
2009-06-11,,1.2,19,13.8,24.2,10.4
2009-06-12,,2,17.6,15,20.2,5.2
2009-06-13,,1.5,16.9,14,19.8,5.8
2009-06-14,,0,18,15,21,6
2009-06-15,,0,19.1,16,22.2,6.2
2009-06-16,,4,17.4,15,19.8,4.8
2009-06-17,,0,18.4,14,22.8,8.8
2009-06-18,,0,18.7,15,22.4,7.4
2009-06-19,,0,19.7,15.2,24.2,9
2009-06-20,,0,19.2,16,22.4,6.4
2009-06-21,,0,18.8,15,22.6,7.6
2009-06-22,,9,17.2,16,18.4,2.4
2009-06-23,,0,17.6,13.8,21.4,7.6
2009-06-24,,0,18,15,21,6
2009-06-25,,0,18.6,14.8,22.4,7.6
2009-06-26,,0,20.3,15.2,25.4,10.2
2009-06-27,,0,19.8,15,24.6,9.6
2009-06-28,,0,19.2,15,23.4,8.4
2009-06-29,,2.4,21.5,19,24,5
2009-06-30,,0,19.7,15.2,24.2,9
2009-07-01,,1,17.4,13.6,21.2,7.6
2009-07-02,,0,20.2,15.8,24.6,8.8
2009-07-03,,1,17.7,15,20.4,5.4
2009-07-04,,0,18.4,14.6,22.2,7.6
2009-07-05,,0,19.5,15,24,9
2009-07-06,,0,19.85,16.3,23.4,7.1
2009-07-07,,0,20.2,15,25.4,10.4
2009-07-08,,1.2,19.9,15.2,24.6,9.4
2009-07-09,,0,19.6,14.6,24.6,10
2009-07-10,,0,20.2,15,25.4,10.4
2009-07-11,,0,19.8,15.4,24.2,8.8
2009-07-12,,0,19.7,14.4,25,10.6
2009-07-13,,0,20.9,15,26.8,11.8
2009-07-14,,0,20.5,16,25,9
2009-07-15,,0,21,18,24,6
2009-07-16,,0,20,15,25,10
2009-07-17,,0,22.2,16,28.4,12.4
2009-07-18,,0,20.7,16.2,25.2,9
2009-07-19,,0,21,17,25,8
2009-07-20,,3,18.7,15,22.4,7.4
2009-07-21,,15,18,13,23,10
2009-07-22,,3,18.5,15,22,7
2009-07-23,,0,19,14,24,10
2009-07-24,,0,20.6,15.8,25.4,9.6
2009-07-25,,0,20,15,25,10
2009-07-26,,0,19.9,14.8,25,10.2
2009-07-27,,0,21.8,19,24.6,5.6
2009-07-28,,0,21,15.6,26.4,10.8
2009-07-29,,0,20.3,15,25.6,10.6
2009-07-30,,0,20.1,13.8,26.4,12.6
2009-07-31,,0,20,16,24,8
2009-08-01,,0,21.1,17,25.2,8.2
2009-08-02,,0,20.3,16,24.6,8.6
2009-08-03,,0,20.6,16,25.2,9.2
2009-08-04,,0,21.3,17,25.6,8.6
2009-08-05,,4,20.3,16,24.6,8.6
2009-08-06,,2.1,16.35,15.3,17.4,2.1
2009-08-07,,0,25.75,19.1,32.4,13.3
2009-08-08,,0,18.7,15,22.4,7.4
2009-08-09,,0,20.1,15,25.2,10.2
2009-08-10,,0,19.4,14.4,24.4,10
2009-08-11,,0,24.75,17.1,32.4,15.3
2009-08-12,,0,24.4,16.4,32.4,16
2009-08-13,,0,23.65,15,32.3,17.3
2009-08-14,,0,20.25,16.3,24.2,7.9
2009-08-15,,0,19.45,14.3,24.6,10.3
2009-08-16,,6,19.65,19.3,20,0.699999999999999
2009-08-17,,3,17.75,14.1,21.4,7.3
2009-08-18,,15,19.2,15,23.4,8.4
2009-08-19,,63,18.6,14,23.2,9.2
2009-08-20,,1.5,17.75,14.4,21.1,6.7
2009-08-21,,0,17.85,15.3,20.4,5.1
2009-08-22,,18.5,19.6,15,24.2,9.2
2009-08-23,,3.3,18.7,13.4,24,10.6
2009-08-24,,0.5,18.5,14.6,22.4,7.8
2009-08-25,,0,18.8,14.4,23.2,8.8
2009-08-26,,0,18.5,16.4,20.6,4.2
2009-08-27,,0,19.4,16,22.8,6.8
2009-08-28,,0,17.4,14.8,20,5.2
2009-08-29,,0.4,18.8,14.6,23,8.4
2009-08-30,,17.6,18.7,14.4,23,8.6
2009-08-31,,0,19,14.4,23.6,9.2
2009-09-01,,0,19,13.2,24.8,11.6
2009-09-02,,0,23.7,15,32.4,17.4
2009-09-03,,0,20.9,16,25.8,9.8
2009-09-04,,0,19.9,15.8,24,8.2
2009-09-05,,0,19.5,17.8,21.2,3.4
2009-09-06,,0,20.5,17,24,7
2009-09-07,,0,19.8,16.4,23.2,6.8
2009-09-08,,0.2,20.8,16.2,25.4,9.2
2009-09-09,,0.5,19,15,23,8
2009-09-10,,0,20.65,15,26.3,11.3
2009-09-11,,0,22.9,13.4,32.4,19
2009-09-12,,0,20.35,16.4,24.3,7.9
2009-09-13,,0,19.5,14,25,11
2009-09-14,,18,23.85,15.4,32.3,16.9
2009-09-15,,0.3,18.8,15.2,22.4,7.2
2009-09-16,,7,17.1,15.2,19,3.8
2009-09-17,,10,18.4,15.4,21.4,6
2009-09-18,,1,18.65,15,22.3,7.3
2009-09-19,,0,19.8,15.2,24.4,9.2
2009-09-20,,0,19.7,15.2,24.2,9
2009-09-21,,0,19.9,15.4,24.4,9
2009-09-22,,0,20.85,15.3,26.4,11.1
2009-09-23,,0,21.2,16.2,26.2,10
2009-09-24,,0,23.2,19.4,27,7.6
2009-09-25,,0,20.7,14.3,27.1,12.8
2009-09-26,,0,22.1,16.2,28,11.8
2009-09-27,,0,,,,
2009-09-28,,0,20.6,16.2,25,8.8
2009-09-29,,0,21.35,16.4,26.3,9.9
2009-09-30,,0,22.8,19.4,26.2,6.8
2009-10-01,,0,,,,
2009-10-02,,8.6,,,,
2009-10-03,,0.9,,,,
2009-10-04,,12,,,,
2009-10-05,,0,,,,
2009-10-06,,0,,,,
2009-10-07,,0,,,,
2009-10-08,,0,,,,
2009-10-09,,0,,,,
2009-10-10,,29.8,,,,
2009-10-11,,2.1,,,,
2009-10-12,,5,,,,
2009-10-13,,12.1,,,,
2009-10-14,,0,,,,
2009-10-15,,10.1,,,,
2009-10-16,,0,,,,
2009-10-17,,26,,,,
2009-10-18,,55.5,,,,
2009-10-19,,0,,,,
2009-10-20,,1,,,,
2009-10-21,,0,,,,
2009-10-22,,12.7,,,,
2009-10-23,,0,,,,
2009-10-24,,2,,,,
2009-10-25,,0,,,,
2009-10-26,,10,,,,
2009-10-27,,1.2,,,,
2009-10-28,,0.4,,,,
2009-10-29,,0,,,,
2009-10-30,,24.4,,,,
2009-10-31,,0.4,,,,
2009-11-01,,9.8,18.7,13.3,24.1,10.8
2009-11-02,,0,17.7,15.2,20.2,5
2009-11-03,,0.2,20.55,17.1,24,6.9
2009-11-04,,5.6,18.1,16.2,20,3.8
2009-11-05,,32,16.55,15.1,18,2.9
2009-11-06,,8.4,17.35,14.3,20.4,6.1
2009-11-07,,1.1,16.8,14.4,19.2,4.8
2009-11-08,,6.5,18.75,16.1,21.4,5.3
2009-11-09,,4.4,19.25,15.3,23.2,7.9
2009-11-10,,15.7,19.15,16.1,22.2,6.1
2009-11-11,,1.4,19.1,16.2,22,5.8
2009-11-12,,0,18.1,16.1,20.1,4
2009-11-13,,6.1,17.55,15.1,20,4.9
2009-11-14,,32,18.55,16,21.1,5.1
2009-11-15,,22.7,19.25,15.4,23.1,7.7
2009-11-16,,50.5,16.85,12.4,21.3,8.9
2009-11-17,,1,17.7,14.4,21,6.6
2009-11-18,,0,20.35,16.3,24.4,8.1
2009-11-19,,0,20.8,17.3,24.3,7
2009-11-20,,2.2,19.7,16.3,23.1,6.8
2009-11-21,,0,18.65,16.3,21,4.7
2009-11-22,,2.9,17.65,15.1,20.2,5.1
2009-11-23,,7.5,18.75,16.4,21.1,4.7
2009-11-24,,9.1,18.25,14.2,22.3,8.1
2009-11-25,,55.7,20.1,17.1,23.1,6
2009-11-26,,39,18.85,15.4,22.3,6.9
2009-11-27,,9,18.65,15.1,22.2,7.1
2009-11-28,,0.2,18.2,16,20.4,4.4
2009-11-29,,38.8,18.2,15.4,21,5.6
2009-11-30,,0,19.25,14.4,24.1,9.7
2009-12-01,,32,19.6,14,25.2,11.2
2009-12-02,,0,19.8,15.2,24.4,9.2
2009-12-03,,0.1,19,16,22,6
2009-12-04,,0.1,19.2,15.4,23,7.6
2009-12-05,,27.3,18.75,15.2,22.3,7.1
2009-12-06,,0.5,18.7,15.2,22.2,7
2009-12-07,,0,18.85,15.4,22.3,6.9
2009-12-08,,2.2,19.7,15.2,24.2,9
2009-12-09,,0,18.15,14,22.3,8.3
2009-12-10,,0,17.25,14.4,20.1,5.7
2009-12-11,,0.1,18.55,14.1,23,8.9
2009-12-12,,0,20.2,16.4,24,7.6
2009-12-13,,0,19.7,15.2,24.2,9
2009-12-14,,2,19.65,16.1,23.2,7.1
2009-12-15,,46,19.25,15.1,23.4,8.3
2009-12-16,,2,20.1,16.1,24.1,8
2009-12-17,,58.8,17.65,15.3,20,4.7
2009-12-18,,5.1,18.2,15.2,21.2,6
2009-12-19,,0.1,17.3,15.4,19.2,3.8
2009-12-20,,1,17.8,16.2,19.4,3.2
2009-12-21,,3.3,18.25,15.3,21.2,5.9
2009-12-22,,2.2,18.7,15,22.4,7.4
2009-12-23,,13.4,19.6,16.2,23,6.8
2009-12-24,,38.3,18.75,15.2,22.3,7.1
2009-12-25,,7.1,16.7,14.4,19,4.6
2009-12-26,,0,17.35,15.3,19.4,4.1
2009-12-27,,0,17.75,13.1,22.4,9.3
2009-12-28,,12,18.75,14.4,23.1,8.7
2009-12-29,,0,18.15,15.1,21.2,6.1
2009-12-30,,0,,,,
2009-12-31,,0,,,,
2010-01-01,,0,19.35,16.4,22.3,5.9
2010-01-02,,0,19.75,15.2,24.3,9.1
2010-01-03,,0,19.7,15.2,24.2,9
2010-01-04,,0,21.6,17.1,26.1,9
2010-01-05,,0,16.6,14.2,19,4.8
2010-01-06,,0,20.25,16.4,24.1,7.7
2010-01-07,,0.2,16.7,14.3,19.1,4.8
2010-01-08,,0,19.75,16.4,23.1,6.7
2010-01-09,,16.5,17.05,15.1,19,3.9
2010-01-10,,17.3,19.1,15,23.2,8.2
2010-01-11,,2,17.85,14.4,21.3,6.9
2010-01-12,,0,18.2,12.3,24.1,11.8
2010-01-13,,0,21.15,14.3,28,13.7
2010-01-14,,0,19.25,15.2,23.3,8.1
2010-01-15,,0,18.2,13.2,23.2,10
2010-01-16,,0,19.7,16.2,23.2,7
2010-01-17,,0,19.7,16.4,23,6.6
2010-01-18,,0,21.1,16.1,26.1,10
2010-01-19,,0,20.15,15.2,25.1,9.9
2010-01-20,,0,21.05,16.1,26,9.9
2010-01-21,,0,22.5,17,28,11
2010-01-22,,0,21.05,17,25.1,8.1
2010-01-23,,1,19.25,14.2,24.3,10.1
2010-01-24,,30.2,17.9,16.4,19.4,3
2010-01-25,,80,19.25,15.3,23.2,7.9
2010-01-26,,4,19.2,17,21.4,4.4
2010-01-27,,20.6,19.2,16.4,22,5.6
2010-01-28,,20,17.3,16.2,18.4,2.2
2010-01-29,,0,17.25,16.4,18.1,1.7
2010-01-30,,0,20.15,16.3,24,7.7
2010-01-31,,0,18.7,15.3,22.1,6.8
2010-02-01,,0,21.15,15,27.3,12.3
2010-02-02,,0,21.25,15.2,27.3,12.1
2010-02-03,,0,21.3,17.4,25.2,7.8
2010-02-04,,0,22.7,19.4,26,6.6
2010-02-05,,79,19.7,16.2,23.2,7
2010-02-06,,9,18.15,16.2,20.1,3.9
2010-02-07,,0,17.15,14.2,20.1,5.9
2010-02-08,,2,17.75,14.2,21.3,7.1
2010-02-09,,4.5,16.9,16.4,17.4,1
2010-02-10,,2.2,19.15,16.1,22.2,6.1
2010-02-11,,0,18.55,16.1,21,4.9
2010-02-12,,21.8,20.65,18,23.3,5.3
2010-02-13,,2.7,18.1,15,21.2,6.2
2010-02-14,,0,18.85,16.4,21.3,4.9
2010-02-15,,1,21.6,17.1,26.1,9
2010-02-16,,0.5,19.05,17,21.1,4.1
2010-02-17,,0,20.15,16.1,24.2,8.1
2010-02-18,,0,19.8,15.2,24.4,9.2
2010-02-19,,0,21.15,17.2,25.1,7.9
2010-02-20,,0.2,21,18,24,6
2010-02-21,,2,20.75,18.1,23.4,5.3
2010-02-22,,3.5,20.7,16.4,25,8.6
2010-02-23,,15,16.65,16.1,17.2,1.1
2010-02-24,,3.5,17.8,14.6,21,6.4
2010-02-25,,4.4,17.75,14.1,21.4,7.3
2010-02-26,,2.8,17.05,15.1,19,3.9
2010-02-27,,0,17.7,14.2,21.2,7
2010-02-28,,0,21,15,27,12
2010-03-01,,,,,,
2010-03-02,,,,,,
2010-03-03,,,,,,
2010-03-04,,,,,,
2010-03-05,,,,,,
2010-03-06,,,,,,
2010-03-07,,,,,,
2010-03-08,,,,,,
2010-03-09,,,,,,
2010-03-10,,,,,,
2010-03-11,,,,,,
2010-03-12,,,,,,
2010-03-13,,,,,,
2010-03-14,,,,,,
2010-03-15,,,,,,
2010-03-16,,0,,,,
2010-03-17,,0,18.4,16.4,20.4,4
2010-03-18,,2.2,19,16.6,21.4,4.8
2010-03-19,,0,18.1,15,21.2,6.2
2010-03-20,,0,19.5,18.6,20.4,1.8
2010-03-21,,0,21.2,18.2,24.2,6
2010-03-22,,2.5,18.4,15.2,21.6,6.4
2010-03-23,,27,17.2,16.2,18.2,2
2010-03-24,,0,20.1,16.2,24,7.8
2010-03-25,,0,20,15.4,24.6,9.2
2010-03-26,,0,17.7,16.2,19.2,3
2010-03-27,,0,20.1,16,24.2,8.2
2010-03-28,,0,22.2,17.4,27,9.6
2010-03-29,,0,21.9,16.4,27.4,11
2010-03-30,,3,19.7,17.2,22.2,5
2010-03-31,,6.8,17.3,17,17.6,0.600000000000001
2010-04-01,,18.6,19.6,15.8,23.4,7.6
2010-04-02,,6.2,20.4,16.8,24,7.2
2010-04-03,,24.2,18.6,17.4,19.8,2.4
2010-04-04,,0.7,18.3,17.4,19.2,1.8
2010-04-05,,8.7,18.9,16.8,21,4.2
2010-04-06,,38.8,17.6,16.6,18.6,2
2010-04-07,,23,19.5,15,24,9
2010-04-08,,0.5,18.6,15,22.2,7.2
2010-04-09,,7.8,17.2,17,17.4,0.399999999999999
2010-04-10,,6.9,18.6,15.2,22,6.8
2010-04-11,,5.4,17.3,16.4,18.2,1.8
2010-04-12,,31.4,16.9,15.6,18.2,2.6
2010-04-13,,2.3,18.8,15.6,22,6.4
2010-04-14,,7.3,19.8,16.8,22.8,6
2010-04-15,,0,19.7,16.2,23.2,7
2010-04-16,,1.5,18.9,14.8,23,8.2
2010-04-17,,4.2,17.5,16.4,18.6,2.2
2010-04-18,,33.3,20.7,16,25.4,9.4
2010-04-19,,1,18.7,15,22.4,7.4
2010-04-20,,0,19.6,15,24.2,9.2
2010-04-21,,9.2,19.5,16.4,22.6,6.2
2010-04-22,,0,18.6,16.6,20.6,4
2010-04-23,,0,21,16,26,10
2010-04-24,,0,19.1,17.6,20.6,3
2010-04-25,,3.9,20.2,18,22.4,4.4
2010-04-26,,4,17.3,16.4,18.2,1.8
2010-04-27,,7.8,19.5,15.6,23.4,7.8
2010-04-28,,37.7,17.9,16.8,19,2.2
2010-04-29,,7,17.7,16,19.4,3.4
2010-04-30,,0.1,18.1,15.4,20.8,5.4
2010-05-01,,9.8,18.3,17,19.6,2.6
2010-05-02,,47.6,18.4,17,19.8,2.8
2010-05-03,,5.5,16.7,15.2,18.2,3
2010-05-04,,11.5,19.1,15.8,22.4,6.6
2010-05-05,,4.7,18,16,20,4
2010-05-06,,6.2,18.7,16.6,20.8,4.2
2010-05-07,,0,19.9,16,23.8,7.8
2010-05-08,,0,21.1,18,24.2,6.2
2010-05-09,,0,21.2,18.6,23.8,5.2
2010-05-10,,0,19.8,16.4,23.2,6.8
2010-05-11,,10.5,,,,
2010-05-12,,0,19.9,16.4,23.4,7
2010-05-13,,0,21.6,17.2,26,8.8
2010-05-14,,0,21.3,16.8,25.8,9
2010-05-15,,17.2,22.1,17.2,27,9.8
2010-05-16,,0,22.9,18.6,27.2,8.6
2010-05-17,,0.4,20.8,17,24.6,7.6
2010-05-18,,1.1,20.7,18,23.4,5.4
2010-05-19,,10.4,19,18.4,19.6,1.2
2010-05-20,,13.2,18.4,17.4,19.4,2
2010-05-21,,27.4,18.6,17,20.2,3.2
2010-05-22,,0.4,18.9,15.6,22.2,6.6
2010-05-23,,0,20.3,15.8,24.8,9
2010-05-24,,0.6,20.5,16,25,9
2010-05-25,,22,20.2,15.6,24.8,9.2
2010-05-26,,0.5,17.9,16,19.8,3.8
2010-05-27,,0.5,16.4,14.6,18.2,3.6
2010-05-28,,0.8,19.8,15.8,23.8,8
2010-05-29,,0,20.8,17.6,24,6.4
2010-05-30,,0,20.7,16.6,24.8,8.2
2010-05-31,,1,17.8,15.8,19.8,4
2010-06-01,,20.5,,,,
2010-06-02,,9.2,16.9,15.6,18.2,2.6
2010-06-03,,0.1,17.2,14.4,20,5.6
2010-06-04,,0,18.7,14.4,23,8.6
2010-06-05,,0,19.9,14.8,25,10.2
2010-06-06,,0,21.3,17.2,25.4,8.2
2010-06-07,,4,18.6,17.4,19.8,2.4
2010-06-08,,12.5,19.4,16.8,22,5.2
2010-06-09,,1.5,18.6,16.6,20.6,4
2010-06-10,,4.5,19.6,16.6,22.6,6
2010-06-11,,0,18.6,14.8,22.4,7.6
2010-06-12,,3,19.7,16.4,23,6.6
2010-06-13,,13,16.8,16,17.6,1.6
2010-06-14,,15.5,19.1,17,21.2,4.2
2010-06-15,,0,19.3,16.6,22,5.4
2010-06-16,,2.5,18.4,15.8,21,5.2
2010-06-17,,6,19.4,15.6,23.2,7.6
2010-06-18,,2.2,19.6,16.6,22.6,6
2010-06-19,,48,16.9,15.6,18.2,2.6
2010-06-20,,8,15.4,14.4,16.4,2
2010-06-21,,0,17.9,15,20.8,5.8
2010-06-22,,3,18.7,15,22.4,7.4
2010-06-23,,0.6,20.3,17,23.6,6.6
2010-06-24,,0,19.5,15.6,23.4,7.8
2010-06-25,,9.4,20.1,17,23.2,6.2
2010-06-26,,0,19.4,16.8,22,5.2
2010-06-27,,4.4,17.3,15.6,19,3.4
2010-06-28,,4.5,18.2,15.8,20.6,4.8
2010-06-29,,1.5,19.6,17.2,22,4.8
2010-06-30,,1,19.75,16.1,23.4,7.3
2010-07-01,,3,19.1,15.4,22.8,7.4
2010-07-02,,2,18.1,15.4,20.8,5.4
2010-07-03,,0.3,19,15.6,22.4,6.8
2010-07-04,,0.3,18.8,15.4,22.2,6.8
2010-07-05,,11,18,15.6,20.4,4.8
2010-07-06,,62,17.5,14.8,20.2,5.4
2010-07-07,,13,18.6,14.8,22.4,7.6
2010-07-08,,0.8,17.6,15,20.2,5.2
2010-07-09,,0,18.8,15.4,22.2,6.8
2010-07-10,,0,19.1,16,22.2,6.2
2010-07-11,,4.4,17.7,15.2,20.2,5
