Fecha,BrilloSolar,Precipitacion,temperaturaMedia,temperaturaMinima,temperaturaMaxima,AmplitudTermica
2016-11-20,,4,19.1,15.8,22.4,6.6
2016-11-21,,0,19,14,24,10
2016-11-22,,0,19.2,13.6,24.8,11.2
2016-11-23,,0,19.5,13.8,25.2,11.4
2016-11-24,,0.5,19.2,16.4,22,5.6
2016-11-25,,11.3,17.6,16.2,19,2.8
2016-11-26,,0,19.2,15.8,22.6,6.8
2016-11-27,,32,18.9,15.8,22,6.2
2016-11-28,,12.5,18.1,14.6,21.6,7
2016-11-29,,1,19.1,15,23.2,8.2
2016-11-30,,5.4,19,15.2,22.8,7.6
2016-12-01,,7.3,17.55,15,20.1,5.1
2016-12-02,,12.4,19.5,16.8,22.2,5.4
2016-12-03,,2.7,17.9,16.4,19.4,3
2016-12-04,,52,18.6,14.6,22.6,8
2016-12-05,,17.9,17.1,14.4,19.8,5.4
2016-12-06,,2.4,17.9,16,19.8,3.8
2016-12-07,,4,16.8,16.2,17.4,1.2
2016-12-08,,3.2,18.1,14.4,21.8,7.4
2016-12-09,,12,17.7,15.4,20,4.6
2016-12-10,,0,19.4,15.2,23.6,8.4
2016-12-11,,0,17,13.6,20.4,6.8
2016-12-12,,0,,,,
2016-12-13,,0,17.9,13.8,22,8.2
2016-12-14,,0,17.1,13.6,20.6,7
2016-12-15,,5.2,18.4,16.6,20.2,3.6
2016-12-16,,1,17.9,14.8,21,6.2
2016-12-17,,19.7,17.7,14.8,20.6,5.8
2016-12-18,,0,18.5,15,22,7
2016-12-19,,1.5,18.9,15.6,22.2,6.6
2016-12-20,,29.9,17.1,14.6,19.6,5
2016-12-21,,25,18.5,14.8,22.2,7.4
2016-12-22,,4.4,18.1,15,21.2,6.2
2016-12-23,,20,19,15.8,22.2,6.4
2016-12-24,,13.1,18.8,14.4,23.2,8.8
2016-12-25,,4.8,19.1,16.2,22,5.8
2016-12-26,,2.1,17.6,14.2,21,6.8
2016-12-27,,53.3,17.3,14.2,20.4,6.2
2016-12-28,,0,18.7,14.4,23,8.6
2016-12-29,,5.6,20.2,17.4,23,5.6
2016-12-30,,2.6,18.1,15.8,20.4,4.6
2016-12-31,,,18.3,14.8,21.8,7
2017-01-01,,2.7,19.3,15.8,22.8,7
2017-01-02,,0.8,18.5,16,21,5
2017-01-03,,4.1,20,15.6,24.4,8.8
2017-01-04,,1.2,19.3,16.2,22.4,6.2
2017-01-05,,1.8,17.8,15.2,20.4,5.2
2017-01-06,,4.9,18.3,15.2,21.4,6.2
2017-01-07,,41.5,18.4,14.6,22.2,7.6
2017-01-08,,7.7,17.8,15.4,20.2,4.8
2017-01-09,,22.8,18,13.4,22.6,9.2
2017-01-10,,23.3,17.5,14,21,7
2017-01-11,,20,17.4,15.6,19.2,3.6
2017-01-12,,0.5,18.3,15.4,21.2,5.8
2017-01-13,,2.7,18.7,14.4,23,8.6
2017-01-14,,3.8,16.9,15.4,18.4,3
2017-01-15,,6.4,18.7,15,22.4,7.4
2017-01-16,,21.5,19.1,15.2,23,7.8
2017-01-17,,14.2,17.5,16.2,18.8,2.6
2017-01-18,,1,18.2,14.8,21.6,6.8
2017-01-19,,9.3,16.6,14.2,19,4.8
2017-01-20,,46,17.3,14.8,19.8,5
2017-01-21,,1.7,16.3,12.8,19.8,7
2017-01-22,,0,17.9,12.4,23.4,11
2017-01-23,,0,18.7,12.2,25.2,13
2017-01-24,,0,17.1,11.4,22.8,11.4
2017-01-25,,0,19.2,13.4,25,11.6
2017-01-26,,0.2,18.8,15.6,22,6.4
2017-01-27,,5,17.8,16,19.6,3.6
2017-01-28,,0,19.1,14.6,23.6,9
2017-01-29,,0.6,18.1,15.4,20.8,5.4
2017-01-30,,0,19.2,15.8,22.6,6.8
2017-01-31,,16.4,18.4,13.8,23,9.2
2017-02-01,,0.5,18.1,14,22.2,8.2
2017-02-02,,0,18.9,14.6,23.2,8.6
2017-02-03,,19,19.2,15.4,23,7.6
2017-02-04,,0.3,19.1,14.2,24,9.8
2017-02-05,,0,21,14,28,14
2017-02-06,,0,21.8,14.6,29,14.4
2017-02-07,,0,19.9,14.8,25,10.2
2017-02-08,,0,20.4,15.4,25.4,10
2017-02-09,,5.7,20.4,15.4,25.4,10
2017-02-10,,0.7,19.1,15,23.2,8.2
2017-02-11,,37.8,20.3,15.8,24.8,9
2017-02-12,,2,18.2,15.4,21,5.6
2017-02-13,,4.4,18.4,15.4,21.4,6
2017-02-14,,0.5,19,15.2,22.8,7.6
2017-02-15,,0,18.7,13.2,24.2,11
2017-02-16,,8,18.3,13.6,23,9.4
2017-02-17,,0.9,18,15,21,6
2017-02-18,,0,19.6,14.8,24.4,9.6
2017-02-19,,5.7,19.6,16,23.2,7.2
2017-02-20,,10.5,17.6,15.4,19.8,4.4
2017-02-21,,4.4,18.6,15.8,21.4,5.6
2017-02-22,,0.5,16.7,14.2,19.2,5
2017-02-23,,0,18.7,13.4,24,10.6
2017-02-24,,3,18.2,13.4,23,9.6
2017-02-25,,6,18.2,16,20.4,4.4
2017-02-26,,6.2,16.9,14.8,19,4.2
2017-02-27,,54,17.3,12,22.6,10.6
2017-02-28,,23.5,17.2,15.4,19,3.6
2017-03-01,,35.5,16.5,13,20,7
2017-03-02,,33,17.4,14,20.8,6.8
2017-03-03,,0,19,16,22,6
2017-03-04,,0,18.3,13.4,23.2,9.8
2017-03-05,,0,17,12,22,10
2017-03-06,,21.5,19.1,17,21.2,4.2
2017-03-07,,4.2,17.4,14.6,20.2,5.6
2017-03-08,,1.6,17.4,14.2,20.6,6.4
2017-03-09,,12.5,17.4,15.4,19.4,4
2017-03-10,,8,17.7,14.6,20.8,6.2
2017-03-11,,63.2,18,14.6,21.4,6.8
2017-03-12,,4.3,17.1,14.8,19.4,4.6
2017-03-13,,15.5,17.2,15.2,19.2,4
2017-03-14,,5.5,16.9,14.6,19.2,4.6
2017-03-15,,1.2,16.7,13.6,19.8,6.2
2017-03-16,,44.2,18.9,14.4,23.4,9
2017-03-17,,0.5,18.2,14,22.4,8.4
2017-03-18,,3,19.5,15.8,23.2,7.4
2017-03-19,,55.8,17.4,14.4,20.4,6
2017-03-20,,12.3,19.4,14.6,24.2,9.6
2017-03-21,,35,19.7,15.8,23.6,7.8
2017-03-22,,2,19.1,16.4,21.8,5.4
2017-03-23,,26.7,17.6,15.6,19.6,4
2017-03-24,,16.4,16.4,15.2,17.6,2.4
2017-03-25,,44.5,18.8,15.2,22.4,7.2
2017-03-26,,3.4,17,15,19,4
2017-03-27,,0,17,13.8,20.2,6.4
2017-03-28,,4,18.1,14.8,21.4,6.6
2017-03-29,,1.7,19.4,16.6,22.2,5.6
2017-03-30,,47.5,18.5,16,21,5
2017-03-31,,9.1,17.8,14.6,21,6.4
2017-04-01,,1.4,20.1,15.2,25,9.8
2017-04-02,,0,19.6,14.8,24.4,9.6
2017-04-03,,0,20.5,16.8,24.2,7.4
2017-04-04,,1.2,19.8,15.2,24.4,9.2
2017-04-05,,0,18.6,13.4,23.8,10.4
2017-04-06,,0,20.6,15,26.2,11.2
2017-04-07,,1.5,19.9,14.8,25,10.2
2017-04-08,,12.5,17.7,15.4,20,4.6
2017-04-09,,4,17.7,15.8,19.6,3.8
2017-04-10,,6.6,18.4,14.2,22.6,8.4
2017-04-11,,5.5,17.8,15.2,20.4,5.2
2017-04-12,,6.9,19,16.4,21.6,5.2
2017-04-13,,0,20.5,15.8,25.2,9.4
2017-04-14,,9.6,19.9,16.4,23.4,7
2017-04-15,,0,20.6,15.2,26,10.8
2017-04-16,,0,20.1,15.4,24.8,9.4
2017-04-17,,12.2,19.4,16.8,22,5.2
2017-04-18,,77,17.7,14.8,20.6,5.8
2017-04-19,,9,18.1,15.8,20.4,4.6
2017-04-20,,4.4,17.4,15.8,19,3.2
2017-04-21,,0,18.9,14.6,23.2,8.6
2017-04-22,,7.3,20.2,15.4,25,9.6
2017-04-23,,0.6,21.4,17.2,25.6,8.4
2017-04-24,,1.5,20.2,16.8,23.6,6.8
2017-04-25,,128.9,17.8,14.6,21,6.4
2017-04-26,,6.6,18,16,20,4
2017-04-27,,0,20.1,16.2,24,7.8
2017-04-28,,0,20.4,16.6,24.2,7.6
2017-04-29,,2.6,21.1,18.6,23.6,5
2017-04-30,,4.4,17.3,16.6,18,1.4
2017-05-01,,0.5,18.4,16.8,20,3.2
2017-05-02,,1.3,17.8,16.6,19,2.4
2017-05-03,,3,17.7,15.6,19.8,4.2
2017-05-04,,0.4,17.9,16.8,19,2.2
2017-05-05,,37.2,16.7,14.6,18.8,4.2
2017-05-06,,11,17.3,16.2,18.4,2.2
2017-05-07,,32.6,17.4,15.4,19.4,4
2017-05-08,,6.2,17.7,16.2,19.2,3
2017-05-09,,50.6,17.4,16,18.8,2.8
2017-05-10,,40.5,17.5,15.4,19.6,4.2
2017-05-11,,13.5,18.2,15.6,20.8,5.2
2017-05-12,,27.4,17.8,15.6,20,4.4
2017-05-13,,4.4,19.1,15.8,22.4,6.6
2017-05-14,,3.4,18.3,16.2,20.4,4.2
2017-05-15,,21.7,17.4,15.4,19.4,4
2017-05-16,,43,18.8,15.6,22,6.4
2017-05-17,,3.2,19.1,16.8,21.4,4.6
2017-05-18,,0.6,18,15.6,20.4,4.8
2017-05-19,,0.4,20.3,16.4,24.2,7.8
2017-05-20,,3.3,17.7,15.8,19.6,3.8
2017-05-21,,13.4,19.1,16.4,21.8,5.4
2017-05-22,,7.7,18.1,16.6,19.6,3
2017-05-23,,0,19.8,14.8,24.8,10
2017-05-24,,0,20.7,15.2,26.2,11
2017-05-25,,0,21,17.8,24.2,6.4
2017-05-26,,0.9,20,15.4,24.6,9.2
2017-05-27,,0,19.2,16.8,21.6,4.8
2017-05-28,,0,21.9,18.8,25,6.2
2017-05-29,,4,18.9,16.2,21.6,5.4
2017-05-30,,0,18.8,13.8,23.8,10
2017-05-31,,1,18.9,16.2,21.6,5.4
2017-06-01,,0.4,20.2,16.6,23.8,7.2
2017-06-02,,0,18.9,12.4,25.4,13
2017-06-03,,0,18.9,17.4,20.4,3
2017-06-04,,2.4,20.3,17.4,23.2,5.8
2017-06-05,,0,20.6,15.8,25.4,9.6
2017-06-06,,0,21.1,17.2,25,7.8
2017-06-07,,12.2,17.9,15.6,20.2,4.6
2017-06-08,,3.2,17.4,15.2,19.6,4.4
2017-06-09,,0,19.1,15.8,22.4,6.6
2017-06-10,,2.7,19.7,15.4,24,8.6
2017-06-11,,28.8,19.2,14.4,24,9.6
2017-06-12,,40,18.6,14.2,23,8.8
2017-06-13,,9.1,16.5,14,19,5
2017-06-14,,0.5,17.8,15,20.6,5.6
2017-06-15,,0.5,17.8,15,20.6,5.6
2017-06-16,,0,17.1,13.6,20.6,7
2017-06-17,,22.7,18.7,13.2,24.2,11
2017-06-18,,1.4,18.1,16.8,19.4,2.6
2017-06-19,,3,18.9,15.2,22.6,7.4
2017-06-20,,17.5,18.2,15,21.4,6.4
2017-06-21,,0,17.7,14.8,20.6,5.8
2017-06-22,,0,17.5,15,20,5
2017-06-23,,2.3,18.7,15.8,21.6,5.8
2017-06-24,,2,20.5,16,25,9
2017-06-25,,0.5,18.7,14.8,22.6,7.8
2017-06-26,,0.3,17.3,14.4,20.2,5.8
2017-06-27,,1.5,18.5,15.4,21.6,6.2
2017-06-28,,0.5,19.8,16.8,22.8,6
2017-06-29,,0.5,18.8,15,22.6,7.6
2017-06-30,,0,21,16.8,25.2,8.4
2017-07-01,,0,20.9,17,24.8,7.8
2017-07-02,,0,20.1,15.8,24.4,8.6
2017-07-03,,0.8,20.3,17,23.6,6.6
2017-07-04,,0,19.1,15,23.2,8.2
2017-07-05,,0,20.6,17,24.2,7.2
2017-07-06,,0,19.2,15.4,23,7.6
2017-07-07,,0,21.4,18.2,24.6,6.4
2017-07-08,,0,19.3,15.2,23.4,8.2
2017-07-09,,0,20.9,16.8,25,8.2
2017-07-10,,0,18.5,15.8,21.2,5.4
2017-07-11,,0,18.9,13.6,24.2,10.6
2017-07-12,,0,20,15.4,24.6,9.2
2017-07-13,,0,17.8,12.2,23.4,11.2
2017-07-14,,0,19.3,13,25.6,12.6
2017-07-15,,1.9,19.9,14.8,25,10.2
2017-07-16,,0,19.7,13.6,25.8,12.2
2017-07-17,,2.5,19.5,14.8,24.2,9.4
2017-07-18,,0,20,16.6,23.4,6.8
2017-07-19,,2.4,20,16.2,23.8,7.6
2017-07-20,,0,18.8,13.6,24,10.4
2017-07-21,,0,20.2,14.4,26,11.6
2017-07-22,,0,19.9,16.2,23.6,7.4
2017-07-23,,0,21,16,26,10
2017-07-24,,0,19.7,14.6,24.8,10.2
2017-07-25,,0,20.9,16.6,25.2,8.6
2017-07-26,,0,20.7,17.6,23.8,6.2
2017-07-27,,0,20,16.8,23.2,6.4
2017-07-28,,0,18.1,13,23.2,10.2
2017-07-29,,0,20.2,16.2,24.2,8
2017-07-30,,0,17.6,15.2,20,4.8
2017-07-31,5.9,0,18.5,13,24,11
2017-08-01,0,0,19.9,13.8,26,12.2
2017-08-02,0,0,21.3,16.2,26.4,10.2
2017-08-03,0,0,21.8,17,26.6,9.6
2017-08-04,0,1,21.6,17.2,26,8.8
2017-08-05,0,0,20.1,13.6,26.6,13
2017-08-06,0,0,20.7,16,25.4,9.4
2017-08-07,0,0,21.6,17,26.2,9.2
2017-08-08,0,0,21.7,16.6,26.8,10.2
2017-08-09,0,0,18.9,15.8,22,6.2
2017-08-10,0,0,20.5,16,25,9
2017-08-11,0,0,19,15.6,22.4,6.8
2017-08-12,0,1.6,18.4,16.2,20.6,4.4
2017-08-13,0,0,20.5,15,26,11
2017-08-14,0,0,21.2,15.6,26.8,11.2
2017-08-15,0,0,20.3,16,24.6,8.6
2017-08-16,0,0,21.1,15.8,26.4,10.6
2017-08-17,0,0,21,16,26,10
2017-08-18,0,12,18.9,15.8,22,6.2
2017-08-19,0,1.7,17.6,15.2,20,4.8
2017-08-20,0,7,17.1,14.4,19.8,5.4
2017-08-21,0,0,20,15,25,10
2017-08-22,0,0,19.7,15.2,24.2,9
2017-08-23,0,0,19.4,14,24.8,10.8
2017-08-24,0,0.7,19.1,14.2,24,9.8
2017-08-25,0,0,20.2,16.2,24.2,8
2017-08-26,0,0.5,21.1,16.8,25.4,8.6
2017-08-27,0,4,19.5,16.4,22.6,6.2
2017-08-28,0,0.7,19.1,15.4,22.8,7.4
2017-08-29,0,22.5,19,15.8,22.2,6.4
2017-08-30,0,0,19.9,15,24.8,9.8
2017-08-31,0,0,21,17.8,24.2,6.4
2017-09-01,8.2,0,21.8,16.6,27,10.4
2017-09-02,5,0,21.2,17,25.4,8.4
2017-09-03,6.8,0,20.6,15,26.2,11.2
2017-09-04,4.2,0,22.8,18.4,27.2,8.8
2017-09-05,3.4,0,20,16.4,23.6,7.2
2017-09-06,1.4,0,20.8,16.6,25,8.4
2017-09-07,6.5,0,19.7,14,25.4,11.4
2017-09-08,0.8,0,19.2,16.4,22,5.6
2017-09-09,0.7,14.4,18.4,15.8,21,5.2
2017-09-10,4.1,0,19.7,16,23.4,7.4
2017-09-11,5.6,0,21.2,17,25.4,8.4
2017-09-12,4.9,0.4,20.3,16.4,24.2,7.8
2017-09-13,3.9,0,21,17.2,24.8,7.6
2017-09-14,5,0,21.2,17,25.4,8.4
2017-09-15,2.7,0,20.5,17,24,7
2017-09-16,4.3,0,21,17.4,24.6,7.2
2017-09-17,3,0,21.2,17.2,25.2,8
2017-09-18,2,0,19.8,15.4,24.2,8.8
2017-09-19,6.8,0,20.5,14.8,26.2,11.4
2017-09-20,8.9,0,22,17.8,26.2,8.4
2017-09-21,6.3,0,21.5,16,27,11
2017-09-22,3.7,0,21.8,17.2,26.4,9.2
2017-09-23,2.9,0.6,20,17,23,6
2017-09-24,4.4,0,19.5,16.4,22.6,6.2
2017-09-25,7.2,0,21.1,16.8,25.4,8.6
2017-09-26,3.2,0,20.5,14.6,26.4,11.8
2017-09-27,6.3,0,20.9,14.8,27,12.2
2017-09-28,1.2,14,18.2,16,20.4,4.4
2017-09-29,0.1,6.5,17.3,16.4,18.2,1.8
2017-09-30,0.2,48.1,16.9,16.8,17,0.199999999999999
2017-10-01,0,48,19.6,16.2,23,6.8
2017-10-02,3,0.5,18.9,15.8,22,6.2
2017-10-03,2.3,39,17.5,16.2,18.8,2.6
2017-10-04,3.5,2.4,17.4,15.4,19.4,4
2017-10-05,0.1,0,17.5,15.2,19.8,4.6
2017-10-06,3.4,0,18.7,15.2,22.2,7
2017-10-07,3.8,0,20.4,17.6,23.2,5.6
2017-10-08,5.2,2.2,19.1,16.2,22,5.8
2017-10-09,3.8,11.2,17,15,19,4
2017-10-10,6.3,35,20.2,15,25.4,10.4
2017-10-11,5.4,1.5,18.3,13.2,23.4,10.2
2017-10-12,4.9,0,20,15.2,24.8,9.6
2017-10-13,1,0,19,16,22,6
2017-10-14,3.1,0,18.7,14.2,23.2,9
2017-10-15,4.8,0,19.9,15.8,24,8.2
2017-10-16,8.4,0,21.7,17.2,26.2,9
2017-10-17,8.3,0,22.3,18.2,26.4,8.2
2017-10-18,5.9,0,23.5,19.4,27.6,8.2
2017-10-19,5.6,0,21.5,17.6,25.4,7.8
2017-10-20,6.9,0,19.9,15.4,24.4,9
2017-10-21,0.7,3.3,20,17.8,22.2,4.4
2017-10-22,2.7,0,19.3,16.6,22,5.4
2017-10-23,2.5,9.6,17.7,16.6,18.8,2.2
2017-10-24,0,0,16.1,14.2,18,3.8
2017-10-25,1.4,15.5,18.1,14.6,21.6,7
2017-10-26,8.7,0.2,19,15,23,8
2017-10-27,5.3,5.8,20.4,15.4,25.4,10
2017-10-28,0,2,16.6,15,18.2,3.2
2017-10-29,0,1.8,17.1,15,19.2,4.2
2017-10-30,0,4,17,15,19,4
2017-10-31,3.1,0,18.8,15,22.6,7.6
2017-11-01,0,23.2,19.3,15.2,23.4,8.2
2017-11-02,0,1.2,18.1,14.4,21.8,7.4
2017-11-03,0,7.4,16.9,15,18.8,3.8
2017-11-04,0,6.4,18.8,15,22.6,7.6
2017-11-05,0,0,18.8,14.2,23.4,9.2
2017-11-06,0,0,19.9,15.6,24.2,8.6
2017-11-07,0,2.3,20,15.4,24.6,9.2
2017-11-08,0,22,18.8,16,21.6,5.6
2017-11-09,0,7.9,18.9,15.4,22.4,7
2017-11-10,0,1.1,18.7,15,22.4,7.4
2017-11-11,0,0,19.7,16.8,22.6,5.8
2017-11-12,0,0,18.7,14.2,23.2,9
2017-11-13,0,67,19.6,15,24.2,9.2
2017-11-14,0,38.5,17.1,15.2,19,3.8
2017-11-15,0,41,17,13.8,20.2,6.4
2017-11-16,0,17.3,17.6,15.2,20,4.8
2017-11-17,0,3,17,15.4,18.6,3.2
2017-11-18,0,20,18,15,21,6
2017-11-19,0,22,18.2,15.2,21.2,6
2017-11-20,0,7.5,17.8,15.6,20,4.4
2017-11-21,0,3,19.4,15.4,23.4,8
2017-11-22,0,0,19.9,16.2,23.6,7.4
2017-11-23,0,14.5,17.6,15.2,20,4.8
2017-11-24,0,0.5,18.5,15.6,21.4,5.8
2017-11-25,0,0,18.9,15,22.8,7.8
2017-11-26,0,0,19.4,15.4,23.4,8
2017-11-27,0,0,20.1,16.4,23.8,7.4
2017-11-28,0,0,19.2,15.4,23,7.6
2017-11-29,0,0,20.1,15.6,24.6,9
2017-11-30,0,5.4,19.05,15.2,23.8,8.6
2017-12-01,0,104,17.3,16.2,19.8,3.6
2017-12-02,0,20,18.3,16.2,22.2,6
2017-12-03,0,0,18.4,16.4,22,5.6
2017-12-04,0,0,18.65,16.8,23,6.2
2017-12-05,0,0,19,16.4,24.8,8.4
2017-12-06,0,0,19.85,16.4,25.4,9
2017-12-07,0,0,19.1,15.8,22.2,6.4
2017-12-08,0,0,18.35,16.4,24.2,7.8
2017-12-09,0,16,18.3,15.6,23.6,8
2017-12-10,0,14,17.4,15.4,21.4,6
2017-12-11,0,24.6,17,15.2,19.6,4.4
2017-12-12,0,21,18,15.2,21.2,6
2017-12-13,0,0,18.55,13.4,24,10.6
2017-12-14,0,0,18.85,15.4,25.2,9.8
2017-12-15,0,0,,,,
2017-12-16,0,0,18.95,15,24,9
2017-12-17,0,0,19.15,15.2,25.4,10.2
2017-12-18,0,0,18.85,12.8,23.4,10.6
2017-12-19,0,0,18.6,14.8,23.6,8.8
2017-12-20,0,0,18.75,14.8,23,8.2
2017-12-21,0,2.5,18.5,15.4,23,7.6
2017-12-22,0,0,19.85,16.2,24,7.8
2017-12-23,0,0,18.85,16.2,23.2,7
2017-12-24,0,25,17.8,16.2,22.2,6
2017-12-25,0,19.1,16.9,15.4,19.8,4.4
2017-12-26,0,1.1,17.85,16,21.8,5.8
2017-12-27,0,3.4,17.05,15.8,18.8,3
2017-12-28,0,8.2,,,,
2017-12-29,0,10.4,,,,
2017-12-30,0,1.2,,,,
2017-12-31,0,2.8,17.6,15.2,22.4,7.2
2018-01-01,0.6,14.6,15.75,14.6,18.8,4.2
2018-01-02,2.1,0,17.7,14,22.8,8.8
2018-01-03,5.2,0.7,17.35,14.8,22.6,7.8
2018-01-04,7.5,7.3,18.4,15,21.8,6.8
2018-01-05,3.5,0.3,17.6,13.8,22.6,8.8
2018-01-06,2.7,25.6,16.2,13.8,21.8,8
2018-01-07,5.7,6.8,17.25,13.4,22.4,9
2018-01-08,5.6,8.7,16.95,13.6,23.8,10.2
2018-01-09,5,1.2,16.25,13.2,21.6,8.4
2018-01-10,4.8,0,17.2,13.2,20.8,7.6
2018-01-11,4.8,17.8,16.05,13,23,10
2018-01-12,0.4,0,16.7,13.8,20.6,6.8
2018-01-13,0.7,9.8,16.3,15.2,18.8,3.6
2018-01-14,1.1,7,16.15,15.2,18.6,3.4
2018-01-15,1.5,25.2,16.2,13.4,20.6,7.2
2018-01-16,4.5,2.3,17.25,15,23.2,8.2
2018-01-17,0.8,11.2,16.1,14.4,19.6,5.2
2018-01-18,1.1,0.5,16.25,14.2,20,5.8
2018-01-19,5.8,1,17.8,14.2,22.6,8.4
2018-01-20,4.1,0,18.5,16.2,23,6.8
2018-01-21,1.3,0.2,18.35,16.4,24.2,7.8
2018-01-22,6.6,0,18.7,15.6,25.2,9.6
2018-01-23,4,0,17.95,14.2,22.8,8.6
2018-01-24,9.7,0,20,11.2,24.8,13.6
2018-01-25,9.3,0,18.55,13.6,24.2,10.6
2018-01-26,2.7,0,18.45,14.2,21.6,7.4
2018-01-27,5.1,0,18.5,15.6,24,8.4
2018-01-28,0,1.6,18.25,16.2,23.2,7
2018-01-29,5.9,0,19.95,15.8,25.2,9.4
2018-01-30,6.5,1.4,19.1,16.2,23.8,7.6
2018-01-31,6.9,6,18.75,15,24.8,9.8
2018-02-01,4.6,0.2,18.6666666666667,14.2,24,9.8
2018-02-02,4.6,14.4,19.4666666666667,16.6,24.4,7.8
2018-02-03,1.1,0,18.55,15.8,20,4.2
2018-02-04,1.7,1,18.4,16,20.4,4.4
2018-02-05,2.6,40,18.25,16.6,22.8,6.2
2018-02-06,1.3,2,17.95,16.2,21.6,5.4
2018-02-07,2.3,3,19,15.8,21.4,5.6
2018-02-08,5.8,0,19.4,17,23,6
2018-02-09,5.5,64,18.1,15.8,24.2,8.4
2018-02-10,4,2.7,19.3,15,24.2,9.2
2018-02-11,1.1,0,18.25,15.8,22.8,7
2018-02-12,6.6,0,18.15,14,23,9
2018-02-13,4.2,0,19.2,15.8,24.2,8.4
2018-02-14,3.8,8.3,18.05,15,22.8,7.8
2018-02-15,2.6,3.3,18.3,16.4,21.6,5.2
2018-02-16,4.7,4,18.65,16.4,23,6.6
2018-02-17,0.3,22.8,18.95,16.8,20.6,3.8
2018-02-18,3.4,27,18.3,15.6,20,4.4
2018-02-19,4.5,16.6,18.1,14.8,22.8,8
2018-02-20,5.1,74.5,17.55,15,22,7
2018-02-21,3,26,17.9,15,20.6,5.6
2018-02-22,1.6,48.2,17.1,16,18.4,2.4
2018-02-23,4.7,0.6,17.6,15,20.6,5.6
2018-02-24,3.2,3.7,17.5,14.8,20.4,5.6
2018-02-25,6.6,0.8,16.7,12.8,23.2,10.4
2018-02-26,5.9,13.1,18,16,23.6,7.6
2018-02-27,6.4,0.5,17.4,12.6,23.4,10.8
2018-02-28,7.2,0,18.3,14.8,24.8,10
2018-03-01,2.5,13.7,18.6,15.6,24,8.4
2018-03-02,0.1,0.9,17.1,16.2,19,2.8
2018-03-03,1.6,1.5,18.9,17.4,21.8,4.4
2018-03-04,3,39,18.15,16.4,23.2,6.8
2018-03-05,1.9,30,16.25,15.4,18.8,3.4
2018-03-06,3.9,2,17.75,16.4,20.6,4.2
2018-03-07,5,0,20.05,15.4,25.2,9.8
2018-03-08,1.7,0,19.3,16,23.2,7.2
2018-03-09,7.8,0,19.15,14.2,24.8,10.6
2018-03-10,8.3,0,20.8,14.2,26.2,12
2018-03-11,8.5,0,21.95,15.4,27.6,12.2
2018-03-12,8.1,0,20.65,15.6,27.8,12.2
2018-03-13,7.3,0,18.95,15.2,26.2,11
2018-03-14,5.2,0,19.4,14.8,24.8,10
2018-03-15,3.2,2.4,17.75,14.8,23,8.2
2018-03-16,5.4,0,18.35,15.4,25.2,9.8
2018-03-17,5,0,18.7,14,22.8,8.8
2018-03-18,2.6,2,18,16.2,23,6.8
2018-03-19,1.5,2,17.1,15.6,20.2,4.6
2018-03-20,1.3,4.4,16.65,14,19,5
2018-03-21,4.6,0,18.05,15.2,23.4,8.2
2018-03-22,0.5,0,18.45,15.8,23.2,7.4
2018-03-23,3.6,36.6,16.95,14,23.8,9.8
2018-03-24,3.7,1.6,18,14.8,23.2,8.4
2018-03-25,3.9,5,17.7,14.6,23.8,9.2
2018-03-26,1.9,0.5,18.6,16.8,24,7.2
2018-03-27,0.7,1.4,17.8,15.8,22.6,6.8
2018-03-28,3.6,10.6,18.05,16.8,21.4,4.6
2018-03-29,0.2,20.7,16.8,16.2,18.6,2.4
2018-03-30,0.3,7.1,18.45,16.6,22.8,6.2
2018-03-31,1.6,5.2,16.8,15.4,21,5.6
2018-04-01,2.9,15.6,16.8,15.8,19.4,3.6
2018-04-02,0.4,26,16.9,14.8,21.2,6.4
2018-04-03,1.3,2,16.75,15.2,20.2,5
2018-04-04,0,22.3,,,,
2018-04-05,2.2,24.2,16.2,12.4,22,9.6
2018-04-06,1.9,8,15.85,13.8,21.2,7.4
2018-04-07,5.7,6,17,14,22.8,8.8
2018-04-08,0.5,10.4,17.4,13.6,23.2,9.6
2018-04-09,3.7,14.6,16.85,14.8,21.2,6.4
2018-04-10,0.2,6,16.4,13.6,22,8.4
2018-04-11,2.9,2.6,15.75,14,20.2,6.2
2018-04-12,0,0,17.25,14.6,22.8,8.2
2018-04-13,3.4,18.5,16.9,14.8,22,7.2
2018-04-14,1.9,0.5,18.1,14.2,23,8.8
2018-04-15,2.5,0,19.25,15.8,24,8.2
2018-04-16,5.6,10.5,18.65,14.2,24.4,10.2
2018-04-17,0.4,0.5,17.15,16.4,17.8,1.4
2018-04-18,4.2,2.5,18.2,15.8,20.2,4.4
2018-04-19,5.1,0,20.35,16,25,9
2018-04-20,5.2,0,18.2,15.8,23,7.2
2018-04-21,6.6,0,20.45,17.8,25.2,7.4
2018-04-22,0,6.3,18.95,17,24.4,7.4
2018-04-23,2.1,0,18.65,16.4,22.6,6.2
2018-04-24,5.8,6.5,18.5,17.2,20.8,3.6
2018-04-25,2.7,6.5,18.25,17,20,3
2018-04-26,2.1,2,16.5,15,18.2,3.2
2018-04-27,4.1,8.6,18.5,15.4,23.8,8.4
2018-04-28,1.3,0.5,17.6,16,20.4,4.4
2018-04-29,0,3,16.6,13.6,18.8,5.2
2018-04-30,4.4,0,18.55,15.8,24,8.2
2018-05-01,4.1,4.1,18.7,17.2,22,4.8
