,Fecha,humedad_relativa
2497,2010-12-16,81.33333333333333
2500,2010-12-17,84.0
2503,2010-12-18,85.66666666666667
2506,2010-12-19,85.33333333333333
2509,2010-12-20,87.33333333333333
2512,2010-12-21,76.0
2515,2010-12-22,83.33333333333333
2518,2010-12-23,88.66666666666667
2521,2010-12-24,82.0
2524,2010-12-25,81.0
2527,2010-12-26,84.66666666666667
2530,2010-12-27,82.33333333333333
2533,2010-12-28,82.0
2536,2010-12-29,82.33333333333333
2539,2010-12-30,80.0
2542,2010-12-31,73.5
2544,2011-01-01,79.0
2547,2011-01-02,85.66666666666667
2550,2011-01-03,83.0
2553,2011-01-04,85.0
2555,2011-01-05,86.66666666666667
2558,2011-01-06,83.66666666666667
2561,2011-01-07,81.33333333333333
2564,2011-01-08,81.5
2566,2011-01-09,82.0
2569,2011-01-10,78.66666666666667
2572,2011-01-11,77.66666666666667
2575,2011-01-12,75.0
2577,2011-01-13,79.66666666666667
2580,2011-01-14,78.0
2583,2011-01-15,75.0
2585,2011-01-16,83.66666666666667
2588,2011-01-17,84.33333333333333
2591,2011-01-18,84.66666666666667
2594,2011-01-19,83.33333333333333
2597,2011-01-20,77.33333333333333
2600,2011-01-21,77.33333333333333
2603,2011-01-22,81.0
2606,2011-01-23,81.0
2609,2011-01-24,71.66666666666667
2612,2011-01-25,76.33333333333333
2615,2011-01-26,82.0
2618,2011-01-27,80.0
2621,2011-01-28,87.33333333333333
2624,2011-01-29,82.33333333333333
2627,2011-01-30,73.0
2629,2011-01-31,80.33333333333333
2632,2011-02-01,75.66666666666667
2635,2011-02-02,75.0
2638,2011-02-03,69.33333333333333
2641,2011-02-04,80.0
2644,2011-02-05,81.0
2647,2011-02-06,83.66666666666667
2650,2011-02-07,93.5
2652,2011-02-08,91.0
2655,2011-02-09,76.0
2658,2011-02-10,90.66666666666667
2661,2011-02-11,93.0
2664,2011-02-12,90
2665,2011-02-13,85.33333333333333
2668,2011-02-14,79.66666666666667
2671,2011-02-15,89.33333333333333
2674,2011-02-16,88.66666666666667
2677,2011-02-17,81.66666666666667
2680,2011-02-18,74.0
2683,2011-02-19,78.66666666666667
2686,2011-02-20,78.5
2688,2011-02-21,84.33333333333333
2691,2011-02-22,75.66666666666667
2694,2011-02-23,78.0
2697,2011-02-24,87.33333333333333
2700,2011-02-25,70.66666666666667
2703,2011-02-26,81.0
2706,2011-02-27,75.0
2709,2011-02-28,84.0
2712,2011-03-01,81.66666666666667
2715,2011-03-02,81.0
2718,2011-03-03,70.0
2721,2011-03-04,78.33333333333333
2724,2011-03-05,83.33333333333333
2727,2011-03-06,71.5
2729,2011-03-07,73.66666666666667
2732,2011-03-08,76.0
2735,2011-03-09,84
2736,2011-03-10,86.66666666666667
2739,2011-03-11,67.0
2742,2011-03-12,77.0
2744,2011-03-13,78.0
2747,2011-03-14,71.66666666666667
2750,2011-03-15,70.33333333333333
2753,2011-03-16,91.0
2755,2011-03-17,77.66666666666667
2758,2011-03-18,82.0
2761,2011-03-19,83.0
2764,2011-03-20,93.0
2767,2011-03-21,67.5
2769,2011-03-22,78.5
2771,2011-03-23,82.0
2774,2011-03-24,62
2775,2011-03-25,86.66666666666667
2778,2011-03-26,82.33333333333333
2781,2011-03-27,75.66666666666667
2784,2011-03-28,73.0
2787,2011-03-29,75.66666666666667
2790,2011-03-30,77.0
2793,2011-03-31,73.33333333333333
2796,2011-04-01,68.33333333333333
2799,2011-04-02,79.33333333333333
2802,2011-04-03,84.66666666666667
2805,2011-04-04,83.0
2808,2011-04-05,88.0
2811,2011-04-06,88.66666666666667
2814,2011-04-07,84.33333333333333
2817,2011-04-08,83.66666666666667
2820,2011-04-09,85.66666666666667
2823,2011-04-10,86.66666666666667
2826,2011-04-11,71.66666666666667
2829,2011-04-12,80.0
2832,2011-04-13,75.33333333333333
2835,2011-04-14,82.0
2838,2011-04-15,84.66666666666667
2841,2011-04-16,86.0
2844,2011-04-17,90.66666666666667
2847,2011-04-18,85.66666666666667
2850,2011-04-19,84.33333333333333
2853,2011-04-20,80.33333333333333
2856,2011-04-21,76.0
2859,2011-04-22,71.33333333333333
2862,2011-04-23,79.33333333333333
2865,2011-04-24,84.33333333333333
2868,2011-04-25,88.33333333333333
2871,2011-04-26,83.33333333333333
2874,2011-04-27,80.33333333333333
2877,2011-04-28,79.33333333333333
2880,2011-04-29,77.33333333333333
2883,2011-04-30,79.33333333333333
2886,2011-05-01,74.33333333333333
2889,2011-05-02,72.33333333333333
2892,2011-05-03,74.33333333333333
2895,2011-05-04,74.33333333333333
2898,2011-05-05,76.33333333333333
2901,2011-05-06,64.66666666666667
2904,2011-05-07,81.66666666666667
2907,2011-05-08,74.0
2910,2011-05-09,83.33333333333333
2913,2011-05-10,71.33333333333333
2916,2011-05-11,75.0
2919,2011-05-12,89.66666666666667
2922,2011-05-13,80.33333333333333
2925,2011-05-14,86.0
2928,2011-05-15,76.33333333333333
2931,2011-05-16,80.0
2934,2011-05-17,64.33333333333333
2937,2011-05-18,65.0
2940,2011-05-19,73.0
2943,2011-05-20,79.0
2946,2011-05-21,86.66666666666667
2949,2011-05-22,82.0
2952,2011-05-23,80.0
2955,2011-05-24,88.66666666666667
2958,2011-05-25,82.66666666666667
2961,2011-05-26,83.33333333333333
2964,2011-05-27,73.33333333333333
2967,2011-05-28,81.33333333333333
2970,2011-05-29,80.66666666666667
2973,2011-05-30,89.0
2976,2011-05-31,86.66666666666667
2979,2011-06-01,86.0
2982,2011-06-02,93.0
2985,2011-06-03,80.33333333333333
2988,2011-06-04,85.33333333333333
2991,2011-06-05,65.66666666666667
2994,2011-06-06,76.66666666666667
2997,2011-06-07,75.0
3000,2011-06-08,73.0
3003,2011-06-09,78.33333333333333
3006,2011-06-10,76.0
3009,2011-06-11,62.666666666666664
3012,2011-06-12,62.666666666666664
3015,2011-06-13,62.0
3018,2011-06-14,69.0
3021,2011-06-15,69.66666666666667
3024,2011-06-16,72.66666666666667
3027,2011-06-17,82.0
3030,2011-06-18,80.66666666666667
3033,2011-06-19,81.33333333333333
3036,2011-06-20,72.5
3038,2011-06-21,76.0
3041,2011-06-22,74.66666666666667
3044,2011-06-23,79.33333333333333
3047,2011-06-24,81.66666666666667
3050,2011-06-25,77.0
3053,2011-06-26,81.66666666666667
3056,2011-06-27,61.333333333333336
3059,2011-06-28,62.666666666666664
3062,2011-06-29,79.66666666666667
3065,2011-06-30,84.0
3068,2011-07-01,68.0
3071,2011-07-02,82.0
3074,2011-07-03,67.33333333333333
3077,2011-07-04,75.66666666666667
3080,2011-07-05,86.0
3083,2011-07-06,91.33333333333333
3086,2011-07-07,65.0
3089,2011-07-08,62.0
3092,2011-07-10,65.66666666666667
3095,2011-07-11,64.33333333333333
3098,2011-07-12,83.33333333333333
3101,2011-07-13,77.0
3104,2011-07-14,84.33333333333333
3107,2011-07-15,82.33333333333333
3110,2011-07-16,80.0
3113,2011-07-17,78.33333333333333
3116,2011-07-18,76.0
3119,2011-07-19,67.33333333333333
3122,2011-07-20,56.666666666666664
3125,2011-07-21,60.0
3128,2011-07-22,57.0
3131,2011-07-23,57.333333333333336
3134,2011-07-24,55.666666666666664
3137,2011-07-25,44.0
3139,2011-07-26,62.333333333333336
3142,2011-07-27,68.33333333333333
3145,2011-07-28,80.0
3148,2011-07-29,84.33333333333333
3151,2011-07-30,87.33333333333333
3154,2011-07-31,77.33333333333333
3157,2011-08-02,76.66666666666667
3160,2011-08-03,75.33333333333333
3163,2011-08-04,57.666666666666664
3166,2011-08-05,51.0
3169,2011-08-06,50.0
3172,2011-08-07,53.0
3175,2011-08-08,52.666666666666664
3178,2011-08-09,61.0
3181,2011-08-10,57.333333333333336
3184,2011-08-11,59.666666666666664
3187,2011-08-12,54.666666666666664
3190,2011-08-13,59.333333333333336
3193,2011-08-14,59.666666666666664
3196,2011-08-15,67.33333333333333
3199,2011-08-16,80.0
3202,2011-08-17,76.33333333333333
3205,2011-08-18,75.0
3208,2011-08-19,83.33333333333333
3211,2011-08-20,79.0
3214,2011-08-21,80.66666666666667
3217,2011-08-22,72.0
3220,2011-08-23,76.66666666666667
3223,2011-08-24,76.0
3226,2011-08-25,68.0
3229,2011-08-26,58.0
3232,2011-08-27,68.33333333333333
3235,2011-08-28,72.0
3238,2011-08-29,60.666666666666664
3241,2011-08-30,51.0
3244,2011-08-31,48.666666666666664
3247,2011-09-01,51.333333333333336
3250,2011-09-02,59.0
3253,2011-09-03,63.333333333333336
3256,2011-09-04,61.333333333333336
3259,2011-09-05,45.0
3262,2011-09-06,64.33333333333333
3265,2011-09-07,72.66666666666667
3268,2011-09-08,84.66666666666667
3271,2011-09-09,71.66666666666667
3274,2011-09-10,69.33333333333333
3277,2011-09-11,60.666666666666664
3280,2011-09-12,55.666666666666664
3283,2011-09-13,51.666666666666664
3286,2011-09-14,50.333333333333336
3289,2011-09-15,57.0
3292,2011-09-16,69.0
3295,2011-09-17,83.66666666666667
3298,2011-09-18,90.66666666666667
3301,2011-09-19,71.0
3304,2011-09-20,60.666666666666664
3307,2011-09-21,77.33333333333333
3310,2011-09-22,64.0
3313,2011-09-23,75.66666666666667
3316,2011-09-24,69.66666666666667
3319,2011-09-25,78.66666666666667
3322,2011-09-26,69.0
3325,2011-09-27,55.333333333333336
3328,2011-09-28,58.0
3331,2011-09-29,59.333333333333336
3334,2011-09-30,69.66666666666667
3337,2011-10-01,80.0
3340,2011-10-02,80.0
3342,2011-10-03,71.66666666666667
3345,2011-10-04,81.0
3348,2011-10-05,77.33333333333333
3351,2011-10-06,69.33333333333333
3354,2011-10-07,74.66666666666667
3357,2011-10-08,88.0
3360,2011-10-09,82.0
3363,2011-10-10,65.0
3365,2011-10-11,80.33333333333333
3368,2011-10-12,74.0
3371,2011-10-13,72.33333333333333
3374,2011-10-14,76.66666666666667
3377,2011-10-15,79.66666666666667
3380,2011-10-16,77.66666666666667
3383,2011-10-17,77.0
3385,2011-10-18,66.0
3388,2011-10-19,63.0
3391,2011-10-20,64.33333333333333
3394,2011-10-21,65.0
3397,2011-10-22,58.333333333333336
3400,2011-10-23,69.33333333333333
3403,2011-10-24,82.0
3406,2011-10-25,79.0
3409,2011-10-26,77.0
3412,2011-10-27,72.33333333333333
3415,2011-10-28,76.66666666666667
3418,2011-10-29,78.0
3421,2011-10-30,85.0
3424,2011-10-31,65.33333333333333
3427,2011-11-01,62.5
3429,2011-11-02,76.33333333333333
3432,2011-11-03,75.66666666666667
3435,2011-11-04,75.0
3438,2011-11-05,73.33333333333333
3441,2011-11-06,76.66666666666667
3444,2011-11-07,81.0
3447,2011-11-08,81.33333333333333
3450,2011-11-09,77.66666666666667
3453,2011-11-10,78.66666666666667
3456,2011-11-11,76.0
3459,2011-11-12,83.66666666666667
3462,2011-11-13,73.0
3465,2011-11-14,70.33333333333333
3468,2011-11-15,75.0
3471,2011-11-16,75.33333333333333
3474,2011-11-17,79.66666666666667
3477,2011-11-18,64.33333333333333
3480,2011-11-19,70.33333333333333
3483,2011-11-20,73.66666666666667
3486,2011-11-21,78.66666666666667
3489,2011-11-22,71.0
3492,2011-11-23,75.66666666666667
3495,2011-11-24,77.33333333333333
3498,2011-11-25,71.66666666666667
3501,2011-11-26,79.0
3504,2011-11-27,76.33333333333333
3507,2011-11-28,81.33333333333333
3510,2011-11-29,79.66666666666667
3513,2011-11-30,73.33333333333333
3516,2011-12-01,80.33333333333333
3519,2011-12-02,91.66666666666667
3522,2011-12-03,86.66666666666667
3525,2011-12-04,90.0
3528,2011-12-05,80.33333333333333
3531,2011-12-06,78.66666666666667
3534,2011-12-07,80.33333333333333
3537,2011-12-08,82.0
3540,2011-12-09,77.66666666666667
3543,2011-12-10,79.33333333333333
3546,2011-12-11,77.0
3549,2011-12-12,83.66666666666667
3552,2011-12-13,84.33333333333333
3555,2011-12-14,78.0
3558,2011-12-15,87.66666666666667
3561,2011-12-16,75.0
3564,2011-12-17,86.33333333333333
3567,2011-12-18,89.33333333333333
3570,2011-12-19,92.5
3572,2011-12-20,77.0
3575,2011-12-21,74.66666666666667
3578,2011-12-22,67.0
3581,2011-12-23,71.66666666666667
3584,2011-12-24,78.66666666666667
3587,2011-12-25,76.66666666666667
3590,2011-12-26,66.5
3592,2011-12-27,66.33333333333333
3595,2011-12-28,68.0
3598,2011-12-29,76.0
3601,2011-12-30,75.66666666666667
3604,2011-12-31,71.66666666666667
3607,2012-01-01,55.0
3609,2012-01-02,73.66666666666667
3612,2012-01-03,78.33333333333333
3615,2012-01-04,79.33333333333333
3618,2012-01-05,77.0
3621,2012-01-06,84.66666666666667
3624,2012-01-07,76.33333333333333
3627,2012-01-08,79.66666666666667
3630,2012-01-09,78.66666666666667
3633,2012-01-10,76.66666666666667
3636,2012-01-11,75.33333333333333
3639,2012-01-12,74.33333333333333
3642,2012-01-13,77.0
3645,2012-01-14,77.5
3647,2012-01-15,78.66666666666667
3650,2012-01-16,71.33333333333333
3653,2012-01-17,73.0
3656,2012-01-18,73.33333333333333
3659,2012-01-19,70.33333333333333
3662,2012-01-20,79.66666666666667
3665,2012-01-21,80.66666666666667
3668,2012-01-22,83.0
3671,2012-01-23,80.0
3674,2012-01-24,88.0
3677,2012-01-25,74.0
3680,2012-01-26,78.66666666666667
3683,2012-01-27,81.66666666666667
3686,2012-01-28,77.66666666666667
3689,2012-01-29,76.33333333333333
3692,2012-01-30,78.33333333333333
3695,2012-01-31,80.66666666666667
3698,2012-02-01,77.66666666666667
3701,2012-02-02,74.66666666666667
3704,2012-02-03,79.66666666666667
3707,2012-02-04,71.33333333333333
3710,2012-02-05,84.33333333333333
3713,2012-02-06,75.0
3716,2012-02-07,73.66666666666667
3719,2012-02-08,78.66666666666667
3722,2012-02-09,80.33333333333333
3725,2012-02-10,86.0
3728,2012-02-11,93.0
3730,2012-02-12,73.0
3733,2012-02-13,79.0
3736,2012-02-14,78.66666666666667
3739,2012-02-15,73.33333333333333
3742,2012-02-16,78.33333333333333
3745,2012-02-17,74.33333333333333
3748,2012-02-18,77.33333333333333
3751,2012-02-19,76.33333333333333
3754,2012-02-20,76.66666666666667
3757,2012-02-21,73.0
3760,2012-02-22,82.66666666666667
3763,2012-02-23,68.33333333333333
3766,2012-02-24,74.66666666666667
3769,2012-02-25,74.5
3771,2012-02-26,84.0
3774,2012-02-27,73.0
3777,2012-02-28,72.66666666666667
3780,2012-02-29,79.66666666666667
3783,2012-03-01,87
3784,2012-03-02,62.0
3786,2012-03-03,70.0
3788,2012-03-04,69.66666666666667
3791,2012-03-05,75.33333333333333
3794,2012-03-06,72.66666666666667
3797,2012-03-07,74.66666666666667
3800,2012-03-08,64.0
3803,2012-03-09,62.333333333333336
3806,2012-03-10,77.66666666666667
3809,2012-03-11,68.33333333333333
3812,2012-03-12,70.33333333333333
3815,2012-03-13,67.0
3818,2012-03-14,67.0
3821,2012-03-15,55.333333333333336
3824,2012-03-16,71.66666666666667
3827,2012-03-17,70.0
3830,2012-03-18,75.0
3833,2012-03-19,86.0
3836,2012-03-20,82.33333333333333
3839,2012-03-21,84.66666666666667
3842,2012-03-22,82.0
3845,2012-03-23,82.0
3848,2012-03-24,82.33333333333333
3851,2012-03-25,74.33333333333333
3854,2012-03-26,80.0
3857,2012-03-27,72.0
3860,2012-03-28,76.33333333333333
3863,2012-03-29,57.666666666666664
3866,2012-03-30,64.33333333333333
3869,2012-03-31,58.666666666666664
3872,2012-04-01,71.33333333333333
3875,2012-04-02,65.33333333333333
3878,2012-04-03,67.0
3881,2012-04-04,83.66666666666667
3884,2012-04-05,79.33333333333333
3887,2012-04-06,77.0
3890,2012-04-07,85.33333333333333
3893,2012-04-08,80.0
3896,2012-04-09,71.66666666666667
3899,2012-04-10,72.66666666666667
3902,2012-04-11,74.66666666666667
3905,2012-04-12,81.66666666666667
3908,2012-04-13,72.66666666666667
3911,2012-04-14,79.66666666666667
3914,2012-04-15,71.0
3917,2012-04-16,72.0
3920,2012-04-17,75.66666666666667
3923,2012-04-18,83.66666666666667
3926,2012-04-19,80.33333333333333
3929,2012-04-20,83.0
3932,2012-04-21,72.0
3935,2012-04-22,71.0
3938,2012-04-23,70.33333333333333
3941,2012-04-24,79.66666666666667
3944,2012-04-25,67.66666666666667
3947,2012-04-26,83.33333333333333
3950,2012-04-27,77.33333333333333
3953,2012-04-28,78.33333333333333
3956,2012-04-29,77.66666666666667
3959,2012-04-30,76.0
3962,2012-05-01,84.0
3965,2012-05-02,70.0
3968,2012-05-03,58.333333333333336
3971,2012-05-04,63.666666666666664
3974,2012-05-05,89.66666666666667
3977,2012-05-06,75.0
3980,2012-05-07,77.0
3983,2012-05-08,60.333333333333336
3986,2012-05-09,67.66666666666667
3989,2012-05-10,71.0
3992,2012-05-11,79.33333333333333
3995,2012-05-12,76.66666666666667
3998,2012-05-13,76.33333333333333
4001,2012-05-14,73.33333333333333
4004,2012-05-15,68.33333333333333
4007,2012-05-16,75.33333333333333
4010,2012-05-17,65.66666666666667
4013,2012-05-18,71.33333333333333
4016,2012-05-19,81.33333333333333
4019,2012-05-20,76.0
4022,2012-05-21,77.0
4025,2012-05-22,71.66666666666667
4028,2012-05-23,68.0
4031,2012-05-24,64.0
4034,2012-05-25,73.66666666666667
4037,2012-05-26,68.66666666666667
4040,2012-05-27,56.333333333333336
4043,2012-05-28,61.0
4046,2012-05-29,53.666666666666664
4049,2012-05-30,47.333333333333336
4052,2012-05-31,55.666666666666664
4055,2012-06-01,61.333333333333336
4058,2012-06-02,60.666666666666664
4061,2012-06-03,66.0
4064,2012-06-04,63.5
4066,2012-06-05,69.0
4069,2012-06-06,66.0
4072,2012-06-07,47.333333333333336
4075,2012-06-08,49.666666666666664
4078,2012-06-09,72.5
4080,2012-06-10,62.0
4083,2012-06-11,60.0
4086,2012-06-12,77.33333333333333
4089,2012-06-13,71.33333333333333
4092,2012-06-14,78.66666666666667
4095,2012-06-15,72.66666666666667
4098,2012-06-16,84.0
4101,2012-06-17,65.0
4104,2012-06-18,78.0
4106,2012-06-19,75.33333333333333
4109,2012-06-20,71.0
4112,2012-06-21,80.33333333333333
4115,2012-06-22,58.0
4118,2012-06-23,67.66666666666667
4121,2012-06-24,63.0
4124,2012-06-25,79.5
4126,2012-06-26,62.666666666666664
4129,2012-06-27,66.33333333333333
4132,2012-06-28,62.333333333333336
4135,2012-06-29,78.66666666666667
4138,2012-06-30,83.33333333333333
4141,2012-07-01,62.0
4144,2012-07-02,59.666666666666664
4147,2012-07-03,63.333333333333336
4150,2012-07-04,80.66666666666667
4153,2012-07-05,86.0
4156,2012-07-06,76.33333333333333
4159,2012-07-07,65.33333333333333
4162,2012-07-08,59.333333333333336
4165,2012-07-09,64.66666666666667
4168,2012-07-10,64.33333333333333
4171,2012-07-11,87.33333333333333
4174,2012-07-12,80.66666666666667
4177,2012-07-13,79.0
4180,2012-07-14,76.66666666666667
4183,2012-07-15,66.66666666666667
4186,2012-07-16,59.333333333333336
4189,2012-07-17,56.333333333333336
4192,2012-07-18,61.0
4195,2012-07-19,52.333333333333336
4198,2012-07-20,54.666666666666664
4201,2012-07-21,55.0
4204,2012-07-22,60.333333333333336
4207,2012-07-23,57.333333333333336
4210,2012-07-24,64.66666666666667
4213,2012-07-25,60.666666666666664
4216,2012-07-26,58.333333333333336
4219,2012-07-27,63.666666666666664
4222,2012-07-28,72.5
4224,2012-07-29,73.5
4226,2012-07-30,70.0
4228,2012-07-31,79.0
4230,2012-08-01,62.0
4233,2012-08-02,77.33333333333333
4236,2012-08-03,74.66666666666667
4239,2012-08-04,74.33333333333333
4242,2012-08-05,59.0
4244,2012-08-06,33
4245,2012-08-07,66.5
4247,2012-08-08,64.66666666666667
4250,2012-08-09,63.333333333333336
4253,2012-08-10,67.33333333333333
4256,2012-08-11,67.0
4259,2012-08-12,76.0
4262,2012-08-13,87.66666666666667
4265,2012-08-14,73.0
4268,2012-08-15,70.0
4271,2012-08-16,77.33333333333333
4274,2012-08-17,85.66666666666667
4277,2012-08-18,68.33333333333333
4280,2012-08-19,58.0
4283,2012-08-20,53.333333333333336
4286,2012-08-21,55.666666666666664
4289,2012-08-22,62.0
4292,2012-08-23,64.66666666666667
4295,2012-08-24,67.0
4298,2012-08-25,78.66666666666667
4301,2012-08-26,61.666666666666664
4304,2012-08-27,45.0
4306,2012-08-28,57.666666666666664
4309,2012-08-29,59.0
4312,2012-08-30,55.333333333333336
4315,2012-08-31,59.0
4318,2012-09-01,62.333333333333336
4321,2012-09-02,65.66666666666667
4324,2012-09-03,63.666666666666664
4327,2012-09-04,61.666666666666664
4330,2012-09-05,62.666666666666664
4333,2012-09-06,59.333333333333336
4336,2012-09-07,54.0
4339,2012-09-08,59.666666666666664
4342,2012-09-09,54.333333333333336
4345,2012-09-10,57.666666666666664
4348,2012-09-11,62.666666666666664
4351,2012-09-12,60.666666666666664
4354,2012-09-13,60.0
4357,2012-09-14,60.666666666666664
4360,2012-09-15,57.333333333333336
4363,2012-09-16,57.333333333333336
4366,2012-09-17,63.666666666666664
4369,2012-09-18,75.66666666666667
4372,2012-09-19,75.0
4375,2012-09-20,69.66666666666667
4378,2012-09-21,77.0
4381,2012-09-22,72.0
4383,2012-09-23,72.0
4385,2012-09-24,91.66666666666667
4388,2012-09-25,68.33333333333333
4391,2012-09-26,58.666666666666664
4394,2012-09-27,55.666666666666664
4397,2012-09-28,70.33333333333333
4400,2012-09-29,56.0
4403,2012-09-30,55.333333333333336
4406,2012-10-01,58.666666666666664
4409,2012-10-02,80.0
4412,2012-10-03,65.66666666666667
4415,2012-10-04,85.0
4418,2012-10-05,82.66666666666667
4421,2012-10-06,79.66666666666667
4424,2012-10-07,78.0
4427,2012-10-08,66.0
4429,2012-10-09,79.0
4432,2012-10-10,76.66666666666667
4435,2012-10-11,93.33333333333333
4438,2012-10-12,83.66666666666667
4441,2012-10-13,83.0
4444,2012-10-14,84.0
4447,2012-10-15,75.5
4449,2012-10-16,89.66666666666667
4452,2012-10-17,71.33333333333333
4455,2012-10-18,91.0
4458,2012-10-19,85.0
4461,2012-10-20,69.5
4463,2012-10-21,65.0
4466,2012-10-22,80.66666666666667
4469,2012-10-23,79.33333333333333
4472,2012-10-24,83.33333333333333
4475,2012-10-25,80.0
4478,2012-10-26,69.33333333333333
4481,2012-10-27,61.666666666666664
4484,2012-10-28,56.333333333333336
4487,2012-10-29,67.66666666666667
4490,2012-10-30,86.0
4493,2012-10-31,77.33333333333333
4496,2012-11-01,73.33333333333333
4499,2012-11-02,82.0
4502,2012-11-03,82.33333333333333
4505,2012-11-04,83.66666666666667
4508,2012-11-05,79.0
4511,2012-11-06,76.66666666666667
4514,2012-11-07,75.33333333333333
4517,2012-11-08,83.33333333333333
4520,2012-11-09,78.0
4523,2012-11-10,84.33333333333333
4526,2012-11-11,87.0
4529,2012-11-12,81.66666666666667
4532,2012-11-13,83.66666666666667
4535,2012-11-14,79.66666666666667
4538,2012-11-15,84.33333333333333
4541,2012-11-16,80.33333333333333
4544,2012-11-17,76.66666666666667
4547,2012-11-18,78.0
4550,2012-11-19,76.33333333333333
4553,2012-11-20,77.33333333333333
4556,2012-11-21,84.66666666666667
4559,2012-11-22,84.0
4562,2012-11-23,78.33333333333333
4565,2012-11-24,80.0
4568,2012-11-25,82.66666666666667
4571,2012-11-26,80.33333333333333
4574,2012-11-27,80.66666666666667
4577,2012-11-28,81.0
4580,2012-11-29,83.33333333333333
4583,2012-11-30,82.33333333333333
4586,2012-12-01,86.66666666666667
4589,2012-12-02,80.66666666666667
4592,2012-12-03,70.66666666666667
4595,2012-12-04,92.66666666666667
4598,2012-12-05,92.66666666666667
4601,2012-12-06,78.0
4604,2012-12-07,77.0
4607,2012-12-08,76.66666666666667
4610,2012-12-09,79.0
4613,2012-12-10,79.66666666666667
4616,2012-12-11,79.0
4619,2012-12-12,84.66666666666667
4622,2012-12-13,87.66666666666667
4625,2012-12-14,92.0
4628,2012-12-15,75.66666666666667
4631,2012-12-16,75.33333333333333
4634,2012-12-17,81.0
4637,2012-12-18,78.33333333333333
4640,2012-12-19,85.66666666666667
4643,2012-12-20,79.0
4646,2012-12-21,80.33333333333333
4649,2012-12-22,84.0
4652,2012-12-23,83.33333333333333
4655,2012-12-27,59.5
4657,2012-12-28,71.0
4660,2012-12-29,72.33333333333333
4663,2012-12-30,73.0
4666,2012-12-31,66.66666666666667
4669,2013-01-01,75.0
4672,2013-01-02,71.33333333333333
4675,2013-01-03,72.33333333333333
4678,2013-01-04,74.33333333333333
4681,2013-01-05,75.66666666666667
4684,2013-01-06,68.66666666666667
4687,2013-01-07,67.33333333333333
4690,2013-01-08,54.0
4693,2013-01-09,59.666666666666664
4696,2013-01-10,70.33333333333333
4699,2013-01-11,71.0
4702,2013-01-12,81.0
4705,2013-01-13,68.33333333333333
4708,2013-01-14,83.66666666666667
4711,2013-01-15,74.66666666666667
4714,2013-01-16,83.66666666666667
4717,2013-01-17,90.33333333333333
4720,2013-01-18,82.66666666666667
4723,2013-01-19,74.0
4726,2013-01-20,72.0
4729,2013-01-21,72.66666666666667
4732,2013-01-22,67.66666666666667
4735,2013-01-23,67.66666666666667
4738,2013-01-24,86.66666666666667
4741,2013-01-25,73.0
4744,2013-01-26,72.66666666666667
4747,2013-01-27,69.33333333333333
4750,2013-01-28,69.33333333333333
4753,2013-01-29,68.66666666666667
4756,2013-01-30,74.66666666666667
4759,2013-01-31,75.33333333333333
4762,2013-02-01,81.33333333333333
4765,2013-02-02,79.0
4768,2013-02-03,79.66666666666667
4771,2013-02-04,85.0
4774,2013-02-05,85.0
4777,2013-02-06,80.0
4780,2013-02-07,77.66666666666667
4783,2013-02-08,85.33333333333333
4786,2013-02-09,86.33333333333333
4789,2013-02-10,84.0
4792,2013-02-11,82.66666666666667
4795,2013-02-12,88.66666666666667
4798,2013-02-13,81.0
4801,2013-02-14,80.0
4804,2013-02-15,66.66666666666667
4807,2013-02-16,76.0
4810,2013-02-17,90.66666666666667
4813,2013-02-18,74.0
4816,2013-02-19,71.0
4819,2013-02-20,78.33333333333333
4822,2013-02-21,74.0
4825,2013-02-22,73.33333333333333
4828,2013-02-23,73.0
4831,2013-02-24,83.5
4833,2013-02-25,66.5
4835,2013-02-26,75.33333333333333
4838,2013-02-27,84.0
4841,2013-02-28,74.0
4844,2013-03-01,83.33333333333333
4847,2013-03-02,75.33333333333333
4850,2013-03-03,77.66666666666667
4853,2013-03-04,77.0
4856,2013-03-05,64.66666666666667
4859,2013-03-06,75.0
4862,2013-03-07,72.0
4865,2013-03-08,75.33333333333333
4868,2013-03-09,77.66666666666667
4871,2013-03-10,71.66666666666667
4874,2013-03-11,68.0
4877,2013-03-12,76.66666666666667
4880,2013-03-13,81.0
4883,2013-03-14,81.66666666666667
4886,2013-03-15,92.0
4888,2013-03-16,82.66666666666667
4891,2013-03-17,85.0
4894,2013-03-18,93.5
4896,2013-03-19,86.0
4898,2013-03-20,73.33333333333333
4901,2013-03-21,87.66666666666667
4904,2013-03-22,80.0
4907,2013-03-23,83.33333333333333
4910,2013-03-24,76.33333333333333
4913,2013-03-25,96.5
4915,2013-03-26,93.0
4917,2013-03-27,88.5
4919,2013-03-28,78.0
4921,2013-03-29,91.5
4923,2013-03-30,83.0
4925,2013-03-31,90
4926,2013-04-01,70.33333333333333
4929,2013-04-02,82.66666666666667
4932,2013-04-03,71.66666666666667
4935,2013-04-04,79.66666666666667
4938,2013-04-05,78.33333333333333
4941,2013-04-06,71.66666666666667
4944,2013-04-07,70.66666666666667
4947,2013-04-08,71.0
4950,2013-04-09,71.0
4953,2013-04-10,72.0
4956,2013-04-11,69.66666666666667
4959,2013-04-12,74.0
4962,2013-04-13,65.66666666666667
4965,2013-04-14,75.33333333333333
4968,2013-04-15,74.33333333333333
4971,2013-04-16,82.5
4973,2013-04-17,88.0
